contestId,contestName,contestType,score,participatedAt
69fd278045bfb706e1136f24,Matiks Weekly Contest #87,,0,2026-05-12T10:55:03.976Z
69e17800106d90b02d1522c9,Matiks Weekly Contest #84,,0,2026-04-22T00:42:47.012Z
69bc8e002501c40dd1c4b1c9,Matiks Weekly Contest #80,,0,2026-03-25T18:18:42.651Z
69b35380ce6ab8c04c625ed8,Matiks Weekly Contest #79,,0,2026-03-17T20:43:07.526Z
69aa1900a29cc2c012fd0d8e,Matiks Weekly Contest #78,,0,2026-03-11T09:24:57.76Z
698e6980acb707b6d5bff598,Matiks Weekly Contest #75,,0,2026-02-18T16:36:04.056Z
69852f008d32ab83dca8941c,Matiks Weekly Contest #74,,0,2026-02-10T19:25:33.301Z
